interj	a	a:i
interj	aa	aa
interj	ach	ach
interj	adieu	adieu
interj	aha	aha
interj	ahoj	ahoj
interj	aj	aj
interj	akurat	akurat:i
interj	ale	ale:i
interj	ależ	ależ:i
interj	alleluja	alleluja:i
interj	amen	amen:i
interj	ano	ano
interj	au	au
interj	ałła	ałła
interj	ba	ba
interj	bac	bac
interj	bach	bach
interj	baj	baj:i
interj	baju	baju
interj	bam	bam
interj	basta	basta
interj	baś	baś
interj	be	be:i
interj	bim	bim:i
interj	bim-bam	bim-bam
interj	bom	bom:i
interj	bravissimo	bravissimo
interj	brawo	brawo:i
interj	break	break:i
interj	brr	brr
interj	brrum	brrum
interj	bryk	bryk:i
interj	brzdęk	brzdęk:i
interj	bu	bu
interj	buch	buch
interj	bul-bul	bul-bul
interj	bum	bum:i
interj	bums	bums
interj	bz	bz
interj	bzz	bzz
interj	bzzz	bzzz
interj	bęc	bęc
interj	bęk	bęk
interj	cap	cap:i
interj	capu	capu
interj	cha	cha
interj	chap	chap
interj	chaps	chaps
interj	chi	chi:i
interj	chlap	chlap
interj	chlapu	chlapu
interj	chlast	chlast
interj	chlip	chlip
interj	chlup	chlup
interj	chrup-chrup	chrup-chrup
interj	Chryste	Chryste
interj	chu	chu
interj	ciach	ciach
interj	ciao	ciao
interj	ciap-ciap	ciap-ciap
interj	cip-cip	cip-cip
interj	ciuciu	ciuciu
interj	ciup	ciup:i
interj	cmok	cmok
interj	csyt	csyt
interj	cup	cup
interj	cupu	cupu
interj	cyk	cyk
interj	cym	cym
interj	cyt	cyt
interj	cześć	cześć:i
interj	czmych	czmych
interj	czołem	czołem
interj	czuwaj	czuwaj
interj	człap	człap
interj	człapu	człapu
interj	da	da
interj	dalbóg	dalbóg
interj	dalej	dalej
interj	dalejże	dalejże
interj	dalibóg	dalibóg:i
interj	dalipan	dalipan
interj	dana	dana:i
interj	darzbór	darzbór
interj	dażbóg	dażbóg
interj	dbrum	dbrum
interj	der-der	der-der
interj	din	din
interj	dlaboga	dlaboga
interj	dobranoc	dobranoc:i
interj	dobrydzień	dobrydzień
interj	dokładnie	dokładnie:i
interj	doprawdy	doprawdy:i
interj	dosyć	dosyć:i
interj	dość	dość:i
interj	drr	drr
interj	dryp	dryp
interj	dryń	dryń
interj	dudu	dudu
interj	dul-dul	dul-dul
interj	dylu-dylu	dylu-dylu
interj	dyrdy	dyrdy:i
