957774	84				ać	impt:sg:sec:imperf
957776	370				ać	impt:sg:sec:perf
1568893	1			-cie	T	subst:sg:loc:m3
1568896	1			-cie	T	subst:sg:voc:m3
1568897	6			-cie	TA	subst:sg:dat:f
1568898	6			-cie	TA	subst:sg:loc:f
1568820	5			B	B	subst:sg:acc:m3
1568837	5			B	B	subst:sg:nom:m3
1568842	1			B	BA	subst:pl:gen:f
1569726	1			B-a	B	subst:sg:gen:m3
1569941	5			B-ach	B	subst:pl:loc:m3
1569942	1			B-ach	BA	subst:pl:loc:f
1569833	5			B-ami	B	subst:pl:inst:m3
1569834	1			B-ami	BA	subst:pl:inst:f
1570026	5			B-em	B	subst:sg:inst:m3
1568965	5			B-ie	B	subst:sg:loc:m3
1568968	5			B-ie	B	subst:sg:voc:m3
1568969	1			B-ie	BA	subst:sg:dat:f
1568970	1			B-ie	BA	subst:sg:loc:f
1569537	1			B-o	BA	subst:sg:voc:f
1569509	5			B-om	B	subst:pl:dat:m3
1569510	1			B-om	BA	subst:pl:dat:f
1569402	5			B-owi	B	subst:sg:dat:m3
1569153	4			B-u	B	subst:sg:gen:m3
1570770	5			B-y	B	subst:pl:acc:m3
1570774	5			B-y	B	subst:pl:nom:m3
1570776	5			B-y	B	subst:pl:voc:m3
1570777	1			B-y	BA	subst:pl:acc:f
1570778	1			B-y	BA	subst:pl:nom:f
1570779	1			B-y	BA	subst:pl:voc:f
1570780	1			B-y	BA	subst:sg:gen:f
1569267	5			B-ów	B	subst:pl:gen:m3
1569591	1			B-ą	BA	subst:sg:inst:f
1569564	1			B-ę	BA	subst:sg:acc:f
1567592	1			BA	BA	subst:sg:nom:f
1568768	4			C	C	subst:sg:acc:m3
1568785	4			C	C	subst:sg:nom:m3
1569721	3			C-a	C	subst:sg:gen:m3
1569937	4			C-ach	C	subst:pl:loc:m3
1569829	4			C-ami	C	subst:pl:inst:m3
1570368	1			C-e	C	subst:pl:acc:m3
1570371	1			C-e	C	subst:pl:nom:m3
1570374	1			C-e	C	subst:pl:voc:m3
1570023	1			C-em	C	subst:sg:inst:m3
1570755	3			C-i	C	subst:pl:acc:m3
1570759	3			C-i	C	subst:pl:nom:m3
1570761	3			C-i	C	subst:pl:voc:m3
1570020	3			C-iem	C	subst:sg:inst:m3
1569505	4			C-om	C	subst:pl:dat:m3
1569399	4			C-owi	C	subst:sg:dat:m3
1569146	1			C-u	C	subst:sg:gen:m3
1569149	4			C-u	C	subst:sg:loc:m3
1569152	4			C-u	C	subst:sg:voc:m3
1569263	4			C-ów	C	subst:pl:gen:m3
1568716	4			D	D	subst:sg:acc:m3
1568733	4			D	D	subst:sg:nom:m3
1569716	2			D-a	D	subst:sg:gen:m3
1569933	5			D-ach	D	subst:pl:loc:m3
1569825	5			D-ami	D	subst:pl:inst:m3
1570017	5			D-em	D	subst:sg:inst:m3
1569501	5			D-om	D	subst:pl:dat:m3
1569396	5			D-owi	D	subst:sg:dat:m3
1569139	4			D-u	D	subst:sg:gen:m3
1570740	5			D-y	D	subst:pl:acc:m3
1570744	5			D-y	D	subst:pl:nom:m3
1570746	5			D-y	D	subst:pl:voc:m3
1568957	5			D-zie	D	subst:sg:loc:m3
1568960	5			D-zie	D	subst:sg:voc:m3
1569259	5			D-ów	D	subst:pl:gen:m3
1569930	1			E-ach	EA	subst:pl:loc:f
1569822	1			E-ami	EA	subst:pl:inst:f
1570336	1			E-e	EA	subst:pl:acc:f
1570337	1			E-e	EA	subst:pl:nom:f
1570338	1			E-e	EA	subst:pl:voc:f
1569534	1			E-o	EA	subst:sg:voc:f
1569498	1			E-om	EA	subst:pl:dat:f
1569588	1			E-ą	EA	subst:sg:inst:f
1569561	1			E-ę	EA	subst:sg:acc:f
1568612	16			F	F	subst:sg:acc:m3
1568629	16			F	F	subst:sg:nom:m3
1568634	2			F	FA	subst:pl:gen:f
1569925	18			F-ach	F	subst:pl:loc:m3
1569926	2			F-ach	FA	subst:pl:loc:f
1569817	18			F-ami	F	subst:pl:inst:m3
1569818	2			F-ami	FA	subst:pl:inst:f
1570011	18			F-em	F	subst:sg:inst:m3
1568949	18			F-ie	F	subst:sg:loc:m3
1568952	18			F-ie	F	subst:sg:voc:m3
1568953	2			F-ie	FA	subst:sg:dat:f
1568954	2			F-ie	FA	subst:sg:loc:f
1569533	2			F-o	FA	subst:sg:voc:f
1569493	18			F-om	F	subst:pl:dat:m3
1569494	2			F-om	FA	subst:pl:dat:f
1569390	18			F-owi	F	subst:sg:dat:m3
1569125	18			F-u	F	subst:sg:gen:m3
1570725	18			F-y	F	subst:pl:acc:m3
1570729	18			F-y	F	subst:pl:nom:m3
1570731	18			F-y	F	subst:pl:voc:m3
1570732	2			F-y	FA	subst:pl:acc:f
1570733	2			F-y	FA	subst:pl:nom:f
1570734	2			F-y	FA	subst:pl:voc:f
1570735	2			F-y	FA	subst:sg:gen:f
1569251	18			F-ów	F	subst:pl:gen:m3
1569587	2			F-ą	FA	subst:sg:inst:f
1569560	2			F-ę	FA	subst:sg:acc:f
1567532	2			FA	FA	subst:sg:nom:f
1568560	2			G	G	subst:sg:acc:m3
1568577	2			G	G	subst:sg:nom:m3
1569921	2			G-ach	G	subst:pl:loc:m3
1569813	2			G-ami	G	subst:pl:inst:m3
1570710	2			G-i	G	subst:pl:acc:m3
1570714	2			G-i	G	subst:pl:nom:m3
1570716	2			G-i	G	subst:pl:voc:m3
1570008	2			G-iem	G	subst:sg:inst:m3
1569489	2			G-om	G	subst:pl:dat:m3
1569387	2			G-owi	G	subst:sg:dat:m3
1569118	2			G-u	G	subst:sg:gen:m3
1569121	2			G-u	G	subst:sg:loc:m3
1569124	2			G-u	G	subst:sg:voc:m3
1569247	2			G-ów	G	subst:pl:gen:m3
1568508	3			H	H	subst:sg:acc:m3
1568525	3			H	H	subst:sg:nom:m3
1569917	3			H-ach	H	subst:pl:loc:m3
1569809	3			H-ami	H	subst:pl:inst:m3
1570005	3			H-em	H	subst:sg:inst:m3
1569485	3			H-om	H	subst:pl:dat:m3
1569384	3			H-owi	H	subst:sg:dat:m3
1569111	3			H-u	H	subst:sg:gen:m3
1569114	3			H-u	H	subst:sg:loc:m3
1569117	3			H-u	H	subst:sg:voc:m3
1570695	3			H-y	H	subst:pl:acc:m3
1570699	3			H-y	H	subst:pl:nom:m3
1570701	3			H-y	H	subst:pl:voc:m3
1569243	3			H-ów	H	subst:pl:gen:m3
1568456	3			I	I	subst:sg:acc:m3
1568473	3			I	I	subst:sg:nom:m3
1569913	3			I-ach	I	subst:pl:loc:m3
1569805	3			I-ami	I	subst:pl:inst:m3
1570277	3			I-e	I	subst:pl:acc:m3
1570280	3			I-e	I	subst:pl:nom:m3
1570283	3			I-e	I	subst:pl:voc:m3
1570002	3			I-em	I	subst:sg:inst:m3
1570682	3			I-i	I	subst:pl:gen:m3
1569481	3			I-om	I	subst:pl:dat:m3
1569381	3			I-owi	I	subst:sg:dat:m3
1569104	3			I-u	I	subst:sg:gen:m3
1569107	3			I-u	I	subst:sg:loc:m3
1569110	3			I-u	I	subst:sg:voc:m3
1568404	3			J	J	subst:sg:acc:m3
1568419	1			J	J	subst:sg:nom:m1
1568421	3			J	J	subst:sg:nom:m3
1569682	1			J-a	J	subst:sg:acc:m1
1569684	1			J-a	J	subst:sg:gen:m1
1569907	1			J-ach	J	subst:pl:loc:m1
1569799	1			J-ami	J	subst:pl:inst:m1
1570261	1			J-e	J	depr:pl:nom:m2
1570262	1			J-e	J	depr:pl:voc:m2
1570265	1			J-e	J	subst:pl:nom:m1
1570268	1			J-e	J	subst:pl:voc:m1
1569997	1			J-em	J	subst:sg:inst:m1
1570663	1			J-i	J	subst:pl:acc:m1
1570666	1			J-i	J	subst:pl:gen:m1
1568941	5			J-ocie	J	subst:sg:loc:m3
1568944	5			J-ocie	J	subst:sg:voc:m3
1569475	1			J-om	J	subst:pl:dat:m1
1569905	5			J-otach	J	subst:pl:loc:m3
1569797	5			J-otami	J	subst:pl:inst:m3
1569996	5			J-otem	J	subst:sg:inst:m3
1569473	5			J-otom	J	subst:pl:dat:m3
1569375	5			J-otowi	J	subst:sg:dat:m3
1569090	5			J-otu	J	subst:sg:gen:m3
1570650	5			J-oty	J	subst:pl:acc:m3
1570654	5			J-oty	J	subst:pl:nom:m3
1570656	5			J-oty	J	subst:pl:voc:m3
1569231	5			J-otów	J	subst:pl:gen:m3
1569376	1			J-owi	J	subst:sg:dat:m1
1569098	1			J-u	J	subst:sg:loc:m1
1569101	1			J-u	J	subst:sg:voc:m1
1569232	1			J-ów	J	subst:pl:acc:m1
1569233	1			J-ów	J	subst:pl:gen:m1
1568352	7			K	K	subst:sg:acc:m3
1568368	1			K	K	subst:sg:nom:m2
1568369	7			K	K	subst:sg:nom:m3
1569673	1			K-a	K	subst:sg:acc:m2
1569675	1			K-a	K	subst:sg:gen:m2
1569900	1			K-ach	K	subst:pl:loc:m2
1569901	8			K-ach	K	subst:pl:loc:m3
1569792	1			K-ami	K	subst:pl:inst:m2
1569793	8			K-ami	K	subst:pl:inst:m3
1570634	1			K-i	K	subst:pl:acc:m2
1570635	8			K-i	K	subst:pl:acc:m3
1570638	1			K-i	K	subst:pl:nom:m2
1570639	8			K-i	K	subst:pl:nom:m3
1570640	1			K-i	K	subst:pl:voc:m2
1570641	8			K-i	K	subst:pl:voc:m3
1569992	1			K-iem	K	subst:sg:inst:m2
1569993	8			K-iem	K	subst:sg:inst:m3
1569468	1			K-om	K	subst:pl:dat:m2
1569469	8			K-om	K	subst:pl:dat:m3
1569371	1			K-owi	K	subst:sg:dat:m2
1569372	8			K-owi	K	subst:sg:dat:m3
1569083	8			K-u	K	subst:sg:gen:m3
1569085	1			K-u	K	subst:sg:loc:m2
1569086	8			K-u	K	subst:sg:loc:m3
1569088	1			K-u	K	subst:sg:voc:m2
1569089	8			K-u	K	subst:sg:voc:m3
1569226	1			K-ów	K	subst:pl:gen:m2
1569227	8			K-ów	K	subst:pl:gen:m3
1568300	20			L	L	subst:sg:acc:m3
1568316	3			L	L	subst:sg:nom:m2
1568317	20			L	L	subst:sg:nom:m3
1569668	3			L-a	L	subst:sg:acc:m2
1569670	3			L-a	L	subst:sg:gen:m2
1569896	3			L-ach	L	subst:pl:loc:m2
1569897	24			L-ach	L	subst:pl:loc:m3
1569788	3			L-ami	L	subst:pl:inst:m2
1569789	24			L-ami	L	subst:pl:inst:m3
1570224	3			L-e	L	subst:pl:acc:m2
1570225	24			L-e	L	subst:pl:acc:m3
1570227	3			L-e	L	subst:pl:nom:m2
1570228	24			L-e	L	subst:pl:nom:m3
1570230	3			L-e	L	subst:pl:voc:m2
1570231	24			L-e	L	subst:pl:voc:m3
1569989	3			L-em	L	subst:sg:inst:m2
1569990	24			L-em	L	subst:sg:inst:m3
1570622	24			L-i	L	subst:pl:gen:m3
1569464	3			L-om	L	subst:pl:dat:m2
1569465	24			L-om	L	subst:pl:dat:m3
1569368	3			L-owi	L	subst:sg:dat:m2
1569369	24			L-owi	L	subst:sg:dat:m3
1569076	24			L-u	L	subst:sg:gen:m3
1569078	3			L-u	L	subst:sg:loc:m2
1569079	24			L-u	L	subst:sg:loc:m3
1569081	3			L-u	L	subst:sg:voc:m2
1569082	24			L-u	L	subst:sg:voc:m3
1569222	3			L-ów	L	subst:pl:gen:m2
1568248	42			M	M	subst:sg:acc:m3
1568265	42			M	M	subst:sg:nom:m3
1568270	1			M	MA	subst:pl:gen:f
1569666	1			M-a	M	subst:sg:gen:m3
1569893	44			M-ach	M	subst:pl:loc:m3
1569894	1			M-ach	MA	subst:pl:loc:f
1569785	44			M-ami	M	subst:pl:inst:m3
1569786	1			M-ami	MA	subst:pl:inst:f
1569987	44			M-em	M	subst:sg:inst:m3
1568933	44			M-ie	M	subst:sg:loc:m3
1568936	44			M-ie	M	subst:sg:voc:m3
1568937	1			M-ie	MA	subst:sg:dat:f
1568938	1			M-ie	MA	subst:sg:loc:f
1569525	1			M-o	MA	subst:sg:voc:f
1569461	44			M-om	M	subst:pl:dat:m3
1569462	1			M-om	MA	subst:pl:dat:f
1569366	44			M-owi	M	subst:sg:dat:m3
1569069	44			M-u	M	subst:sg:gen:m3
1570605	44			M-y	M	subst:pl:acc:m3
1570609	44			M-y	M	subst:pl:nom:m3
1570611	44			M-y	M	subst:pl:voc:m3
1570612	1			M-y	MA	subst:pl:acc:f
1570613	1			M-y	MA	subst:pl:nom:f
1570614	1			M-y	MA	subst:pl:voc:f
1570615	1			M-y	MA	subst:sg:gen:f
1569219	44			M-ów	M	subst:pl:gen:m3
1569579	1			M-ą	MA	subst:sg:inst:f
1569552	1			M-ę	MA	subst:sg:acc:f
1567427	1			MA	MA	subst:sg:nom:f
1568196	42			N	N	subst:sg:acc:m3
1568213	42			N	N	subst:sg:nom:m3
1568218	2			N	NA	subst:pl:gen:f
1569889	47			N-ach	N	subst:pl:loc:m3
1569890	2			N-ach	NA	subst:pl:loc:f
1569781	47			N-ami	N	subst:pl:inst:m3
1569782	2			N-ami	NA	subst:pl:inst:f
1569984	47			N-em	N	subst:sg:inst:m3
1568925	47			N-ie	N	subst:sg:loc:m3
1568928	47			N-ie	N	subst:sg:voc:m3
1568929	2			N-ie	NA	subst:sg:dat:f
1568930	2			N-ie	NA	subst:sg:loc:f
1569524	2			N-o	NA	subst:sg:voc:f
1569457	47			N-om	N	subst:pl:dat:m3
1569458	2			N-om	NA	subst:pl:dat:f
1569363	47			N-owi	N	subst:sg:dat:m3
1569062	47			N-u	N	subst:sg:gen:m3
1570590	47			N-y	N	subst:pl:acc:m3
1570594	47			N-y	N	subst:pl:nom:m3
1570596	47			N-y	N	subst:pl:voc:m3
1570597	2			N-y	NA	subst:pl:acc:f
